periode;main_branch;branch;cif;norek;type;nama;pn_pengelola;balance;aval_balance;avg_balance;open_date
2025-01-15;KC Surabaya;10864;1000000956;1000000000956;Tabungan;Nasabah 00956;PN105743;134420000;286000000;286000000;2023-10-16
2025-01-15;KC Jakarta;10091;1000000957;1000000000957;Tabungan;Nasabah 00957;PN108722;41410000;101000000;101000000;2021-09-25
2025-01-15;KC Bandung;10280;1000000958;1000000000958;Giro;Nasabah 00958;PN108558;184630000;499000000;499000000;2024-07-20
2025-01-15;KC Jakarta;10351;1000000959;1000000000959;Tabungan;Nasabah 00959;PN107446;277590000;487000000;487000000;2023-04-25
2025-01-15;KC Semarang;10512;1000000960;1000000000960;Deposito;Nasabah 00960;PN100277;163430000;277000000;277000000;2024-11-14
2025-01-15;KC Makassar;10578;1000000961;1000000000961;Tabungan;Nasabah 00961;PN108626;139400000;340000000;340000000;2020-07-11
2025-01-15;KC Jakarta;10480;1000000962;1000000000962;Deposito;Nasabah 00962;PN106186;27090000;63000000;63000000;2020-10-03
2025-01-15;KC Medan;10149;1000000963;1000000000963;Giro;Nasabah 00963;PN102786;150970000;487000000;487000000;2023-05-05
2025-01-15;KC Jakarta;10824;1000000964;1000000000964;Deposito;Nasabah 00964;PN100809;85840000;232000000;232000000;2020-03-14
2025-01-15;KC Bandung;10633;1000000965;1000000000965;Giro;Nasabah 00965;PN102273;168010000;317000000;317000000;2022-05-05
2025-01-15;KC Bandung;10529;1000000966;1000000000966;Giro;Nasabah 00966;PN104142;85200000;120000000;120000000;2021-11-07
2025-01-15;KC Jakarta;10764;1000000967;1000000000967;Giro;Nasabah 00967;PN104124;186990000;271000000;271000000;2020-08-07
2025-01-15;KC Medan;10381;1000000968;1000000000968;Tabungan;Nasabah 00968;PN102695;84640000;368000000;368000000;2021-03-20
2025-01-15;KC Semarang;10785;1000000969;1000000000969;Giro;Nasabah 00969;PN103239;388680000;492000000;492000000;2020-08-11
2025-01-15;KC Jakarta;10167;1000000970;1000000000970;Giro;Nasabah 00970;PN102151;138170000;337000000;337000000;2020-03-01
2025-01-15;KC Medan;10651;1000000971;1000000000971;Giro;Nasabah 00971;PN101192;172500000;375000000;375000000;2022-05-23
2025-01-15;KC Jakarta;10866;1000000972;1000000000972;Deposito;Nasabah 00972;PN104066;64749999;185000000;185000000;2023-05-18
2025-01-15;KC Surabaya;10539;1000000973;1000000000973;Deposito;Nasabah 00973;PN108044;223720000;476000000;476000000;2020-07-10
2025-01-15;KC Jakarta;10700;1000000974;1000000000974;Giro;Nasabah 00974;PN105040;103480000;199000000;199000000;2024-03-16
2025-01-15;KC Surabaya;10132;1000000975;1000000000975;Deposito;Nasabah 00975;PN108677;150800000;377000000;377000000;2021-03-03
2025-01-15;KC Medan;10384;1000000976;1000000000976;Giro;Nasabah 00976;PN100117;110839999;326000000;326000000;2024-10-09
2025-01-15;KC Jakarta;10326;1000000977;1000000000977;Giro;Nasabah 00977;PN106470;288260000;497000000;497000000;2024-01-23
2025-01-15;KC Medan;10642;1000000978;1000000000978;Tabungan;Nasabah 00978;PN101321;41650000;119000000;119000000;2024-01-05
2025-01-15;KC Surabaya;10895;1000000979;1000000000979;Giro;Nasabah 00979;PN102559;197080000;379000000;379000000;2021-02-07
2025-01-15;KC Surabaya;10519;1000000980;1000000000980;Giro;Nasabah 00980;PN103311;154760000;212000000;212000000;2024-08-09
2025-01-15;KC Semarang;10271;1000000981;1000000000981;Giro;Nasabah 00981;PN108035;133920000;216000000;216000000;2022-01-08
2025-01-15;KC Medan;10103;1000000982;1000000000982;Tabungan;Nasabah 00982;PN100225;161600000;202000000;202000000;2021-01-27
2025-01-15;KC Bandung;10297;1000000983;1000000000983;Giro;Nasabah 00983;PN101045;65120000;88000000;88000000;2020-03-16
2025-01-15;KC Bandung;10777;1000000984;1000000000984;Deposito;Nasabah 00984;PN103464;244199999;370000000;370000000;2020-10-06
2025-01-15;KC Medan;10360;1000000985;1000000000985;Tabungan;Nasabah 00985;PN107889;267200000;334000000;334000000;2020-05-09
2025-01-15;KC Medan;10805;1000000986;1000000000986;Giro;Nasabah 00986;PN104269;64960000;224000000;224000000;2024-08-19
2025-01-15;KC Bandung;10103;1000000987;1000000000987;Deposito;Nasabah 00987;PN101724;278740000;362000000;362000000;2022-11-24
2025-01-15;KC Makassar;10328;1000000988;1000000000988;Giro;Nasabah 00988;PN107761;39590000;107000000;107000000;2020-04-07
2025-01-15;KC Medan;10703;1000000989;1000000000989;Giro;Nasabah 00989;PN105692;155940000;226000000;226000000;2024-07-12
2025-01-15;KC Medan;10191;1000000990;1000000000990;Giro;Nasabah 00990;PN103603;12720000;53000000;53000000;2024-11-03
2025-01-15;KC Medan;10284;1000000991;1000000000991;Giro;Nasabah 00991;PN104295;238960000;412000000;412000000;2020-07-09
2025-01-15;KC Surabaya;10656;1000000992;1000000000992;Deposito;Nasabah 00992;PN108385;114750000;425000000;425000000;2023-07-07
2025-01-15;KC Semarang;10877;1000000993;1000000000993;Giro;Nasabah 00993;PN104502;130679999;297000000;297000000;2023-05-04
2025-01-15;KC Makassar;10809;1000000994;1000000000994;Deposito;Nasabah 00994;PN106576;206539999;449000000;449000000;2022-11-02
2025-01-15;KC Jakarta;10511;1000000995;1000000000995;Deposito;Nasabah 00995;PN103456;173000000;346000000;346000000;2021-02-13
2025-01-15;KC Bandung;10194;1000000996;1000000000996;Deposito;Nasabah 00996;PN100020;233730000;441000000;441000000;2024-11-18
2025-01-15;KC Jakarta;10365;1000000997;1000000000997;Tabungan;Nasabah 00997;PN103538;165919999;488000000;488000000;2021-07-22
2025-01-15;KC Medan;10166;1000000998;1000000000998;Tabungan;Nasabah 00998;PN101939;290160000;403000000;403000000;2020-09-09
2025-01-15;KC Medan;10400;1000000999;1000000000999;Tabungan;Nasabah 00999;PN102419;81490000;281000000;281000000;2022-01-03
2025-01-15;KC Surabaya;10133;1000001000;1000000001000;Tabungan;Nasabah 01000;PN104438;31720000;122000000;122000000;2022-02-22
2025-01-15;KC Semarang;10632;1000001001;1000000001001;Deposito;Nasabah 01001;PN107262;249600000;312000000;312000000;2024-05-25
2025-01-15;KC Bandung;10158;1000001002;1000000001002;Tabungan;Nasabah 01002;PN105405;216500000;433000000;433000000;2022-09-16
2025-01-15;KC Surabaya;10200;1000001003;1000000001003;Giro;Nasabah 01003;PN104203;76260000;186000000;186000000;2020-11-10
2025-01-15;KC Makassar;10739;1000001004;1000000001004;Giro;Nasabah 01004;PN102120;106140000;174000000;174000000;2023-05-07
2025-01-15;KC Medan;10445;1000001005;1000000001005;Deposito;Nasabah 01005;PN105963;313630000;397000000;397000000;2021-03-24
2025-01-15;KC Surabaya;10535;1000001006;1000000001006;Tabungan;Nasabah 01006;PN102287;49679999;72000000;72000000;2020-02-20
2025-01-15;KC Medan;10734;1000001007;1000000001007;Tabungan;Nasabah 01007;PN106406;165659999;251000000;251000000;2024-10-03
2025-01-15;KC Surabaya;10275;1000001008;1000000001008;Giro;Nasabah 01008;PN105070;230999999;350000000;350000000;2021-11-02
2025-01-15;KC Jakarta;10840;1000001009;1000000001009;Giro;Nasabah 01009;PN108288;207480000;364000000;364000000;2022-07-17
2025-01-15;KC Jakarta;10754;1000001010;1000000001010;Tabungan;Nasabah 01010;PN106150;157250000;425000000;425000000;2023-11-02
2025-01-15;KC Jakarta;10513;1000001011;1000000001011;Deposito;Nasabah 01011;PN105662;145550000;205000000;205000000;2021-11-27
2025-01-15;KC Medan;10530;1000001012;1000000001012;Tabungan;Nasabah 01012;PN100831;25839999;76000000;76000000;2022-07-08
2025-01-15;KC Semarang;10103;1000001013;1000000001013;Deposito;Nasabah 01013;PN103361;126499999;275000000;275000000;2024-10-19
2025-01-15;KC Makassar;10889;1000001014;1000000001014;Tabungan;Nasabah 01014;PN104131;59340000;138000000;138000000;2024-03-24
2025-01-15;KC Bandung;10238;1000001015;1000000001015;Giro;Nasabah 01015;PN108973;212400000;354000000;354000000;2021-11-24
2025-01-15;KC Bandung;10533;1000001016;1000000001016;Deposito;Nasabah 01016;PN107872;109620000;406000000;406000000;2022-02-20
2025-01-15;KC Makassar;10214;1000001017;1000000001017;Tabungan;Nasabah 01017;PN105191;134480000;328000000;328000000;2023-05-15
2025-01-15;KC Semarang;10241;1000001018;1000000001018;Deposito;Nasabah 01018;PN107260;138320000;266000000;266000000;2024-05-03
2025-01-15;KC Semarang;10292;1000001019;1000000001019;Giro;Nasabah 01019;PN104496;258299999;369000000;369000000;2022-09-23
2025-01-15;KC Makassar;10062;1000001020;1000000001020;Giro;Nasabah 01020;PN104599;96390000;189000000;189000000;2021-07-23
2025-01-15;KC Semarang;10761;1000001021;1000000001021;Tabungan;Nasabah 01021;PN102733;101150000;289000000;289000000;2024-05-19
2025-01-15;KC Medan;10257;1000001022;1000000001022;Deposito;Nasabah 01022;PN101061;56099999;165000000;165000000;2023-11-12
2025-01-15;KC Medan;10423;1000001023;1000000001023;Giro;Nasabah 01023;PN100038;17940000;69000000;69000000;2020-03-21
2025-01-15;KC Medan;10044;1000001024;1000000001024;Giro;Nasabah 01024;PN107460;294630000;483000000;483000000;2022-02-07
2025-01-15;KC Jakarta;10812;1000001025;1000000001025;Deposito;Nasabah 01025;PN106630;202500000;270000000;270000000;2022-05-25
2025-01-15;KC Surabaya;10792;1000001026;1000000001026;Deposito;Nasabah 01026;PN106524;206720000;323000000;323000000;2022-11-24
2025-01-15;KC Semarang;10575;1000001027;1000000001027;Giro;Nasabah 01027;PN100912;83200000;160000000;160000000;2020-11-13
2025-01-15;KC Makassar;10070;1000001028;1000000001028;Tabungan;Nasabah 01028;PN104005;292600000;418000000;418000000;2021-05-14
2025-01-15;KC Medan;10111;1000001029;1000000001029;Tabungan;Nasabah 01029;PN107520;114480000;477000000;477000000;2023-02-11
2025-01-15;KC Jakarta;10785;1000001030;1000000001030;Giro;Nasabah 01030;PN102985;159250000;325000000;325000000;2023-10-21
2025-01-15;KC Semarang;10020;1000001031;1000000001031;Deposito;Nasabah 01031;PN107995;142450000;407000000;407000000;2022-09-12
2025-01-15;KC Makassar;10871;1000001032;1000000001032;Deposito;Nasabah 01032;PN106927;336800000;421000000;421000000;2022-10-12
2025-01-15;KC Semarang;10742;1000001033;1000000001033;Tabungan;Nasabah 01033;PN105469;134960000;482000000;482000000;2023-03-05
2025-01-15;KC Jakarta;10311;1000001034;1000000001034;Giro;Nasabah 01034;PN105830;240540000;422000000;422000000;2023-03-17
2025-01-15;KC Jakarta;10151;1000001035;1000000001035;Giro;Nasabah 01035;PN101498;139120000;376000000;376000000;2024-03-18
2025-01-15;KC Semarang;10159;1000001036;1000000001036;Giro;Nasabah 01036;PN101689;348750000;465000000;465000000;2022-06-25
2025-01-15;KC Makassar;10619;1000001037;1000000001037;Tabungan;Nasabah 01037;PN103308;231190000;379000000;379000000;2021-08-11
2025-01-15;KC Surabaya;10396;1000001038;1000000001038;Tabungan;Nasabah 01038;PN107962;227340000;421000000;421000000;2020-08-12
2025-01-15;KC Jakarta;10082;1000001039;1000000001039;Giro;Nasabah 01039;PN101062;49140000;182000000;182000000;2020-07-23
2025-01-15;KC Jakarta;10092;1000001040;1000000001040;Deposito;Nasabah 01040;PN103003;54720000;228000000;228000000;2022-07-15
2025-01-15;KC Jakarta;10290;1000001041;1000000001041;Giro;Nasabah 01041;PN105265;309320000;418000000;418000000;2022-01-27
2025-01-15;KC Semarang;10430;1000001042;1000000001042;Giro;Nasabah 01042;PN107072;165240000;459000000;459000000;2021-03-06
2025-01-15;KC Bandung;10532;1000001043;1000000001043;Tabungan;Nasabah 01043;PN108234;40420000;86000000;86000000;2021-01-06
2025-01-15;KC Jakarta;10729;1000001044;1000000001044;Tabungan;Nasabah 01044;PN100630;50740000;118000000;118000000;2023-02-05
2025-01-15;KC Makassar;10762;1000001045;1000000001045;Tabungan;Nasabah 01045;PN108845;156799999;490000000;490000000;2024-01-17
2025-01-15;KC Semarang;10725;1000001046;1000000001046;Giro;Nasabah 01046;PN107054;137400000;229000000;229000000;2020-06-24
2025-01-15;KC Bandung;10372;1000001047;1000000001047;Giro;Nasabah 01047;PN104594;80730000;117000000;117000000;2020-09-11
2025-01-15;KC Surabaya;10590;1000001048;1000000001048;Deposito;Nasabah 01048;PN103740;215050000;391000000;391000000;2022-11-26
2025-01-15;KC Bandung;10408;1000001049;1000000001049;Giro;Nasabah 01049;PN108458;48750000;75000000;75000000;2021-03-26
2025-01-15;KC Bandung;10759;1000001050;1000000001050;Deposito;Nasabah 01050;PN106407;83880000;233000000;233000000;2024-07-15
2025-01-15;KC Jakarta;10636;1000001051;1000000001051;Tabungan;Nasabah 01051;PN106596;31680000;66000000;66000000;2023-09-03
2025-01-15;KC Jakarta;10033;1000001052;1000000001052;Deposito;Nasabah 01052;PN108507;267840000;432000000;432000000;2023-11-15
2025-01-15;KC Surabaya;10330;1000001053;1000000001053;Tabungan;Nasabah 01053;PN107673;32000000;64000000;64000000;2023-10-14
2025-01-15;KC Makassar;10043;1000001054;1000000001054;Tabungan;Nasabah 01054;PN108854;244160000;436000000;436000000;2022-05-20
2025-01-15;KC Makassar;10561;1000001055;1000000001055;Giro;Nasabah 01055;PN103547;129580000;418000000;418000000;2021-07-20
2025-01-15;KC Medan;10158;1000001056;1000000001056;Giro;Nasabah 01056;PN104332;22360000;86000000;86000000;2023-08-17
2025-01-15;KC Makassar;10352;1000001057;1000000001057;Giro;Nasabah 01057;PN107615;116279999;171000000;171000000;2023-05-16
2025-01-15;KC Semarang;10042;1000001058;1000000001058;Giro;Nasabah 01058;PN105556;21079999;62000000;62000000;2020-11-10
2025-01-15;KC Surabaya;10302;1000001059;1000000001059;Giro;Nasabah 01059;PN103020;89700000;299000000;299000000;2023-08-16
2025-01-15;KC Surabaya;10636;1000001060;1000000001060;Giro;Nasabah 01060;PN101188;104960000;256000000;256000000;2021-05-22
2025-01-15;KC Medan;10728;1000001061;1000000001061;Tabungan;Nasabah 01061;PN106644;57419999;261000000;261000000;2020-01-23
2025-01-15;KC Medan;10471;1000001062;1000000001062;Deposito;Nasabah 01062;PN104699;78880000;232000000;232000000;2022-08-04
2025-01-15;KC Medan;10086;1000001063;1000000001063;Deposito;Nasabah 01063;PN100830;173500000;347000000;347000000;2020-05-27
2025-01-15;KC Jakarta;10031;1000001064;1000000001064;Giro;Nasabah 01064;PN107939;31600000;79000000;79000000;2022-03-14
2025-01-15;KC Medan;10350;1000001065;1000000001065;Deposito;Nasabah 01065;PN106887;111100000;202000000;202000000;2021-11-15
2025-01-15;KC Makassar;10677;1000001066;1000000001066;Tabungan;Nasabah 01066;PN105435;150400000;235000000;235000000;2020-08-09
2025-01-15;KC Jakarta;10397;1000001067;1000000001067;Giro;Nasabah 01067;PN106154;114080000;368000000;368000000;2022-01-18
2025-01-15;KC Medan;10519;1000001068;1000000001068;Deposito;Nasabah 01068;PN108408;72380000;154000000;154000000;2022-03-06
2025-01-15;KC Surabaya;10805;1000001069;1000000001069;Tabungan;Nasabah 01069;PN100823;258640000;424000000;424000000;2020-09-10
2025-01-15;KC Makassar;10610;1000001070;1000000001070;Tabungan;Nasabah 01070;PN105708;13750000;55000000;55000000;2021-06-17
2025-01-15;KC Jakarta;10195;1000001071;1000000001071;Giro;Nasabah 01071;PN103146;46239999;136000000;136000000;2024-06-08
2025-01-15;KC Medan;10740;1000001072;1000000001072;Tabungan;Nasabah 01072;PN106648;184800000;308000000;308000000;2020-06-02
2025-01-15;KC Surabaya;10784;1000001073;1000000001073;Deposito;Nasabah 01073;PN107480;51840000;96000000;96000000;2022-05-11
2025-01-15;KC Surabaya;10242;1000001074;1000000001074;Deposito;Nasabah 01074;PN103889;33800000;130000000;130000000;2024-09-14
2025-01-15;KC Semarang;10045;1000001075;1000000001075;Giro;Nasabah 01075;PN106345;135660000;266000000;266000000;2023-11-08
2025-01-15;KC Makassar;10391;1000001076;1000000001076;Giro;Nasabah 01076;PN104484;161670000;317000000;317000000;2024-10-04
2025-01-15;KC Semarang;10314;1000001077;1000000001077;Giro;Nasabah 01077;PN108922;337260000;462000000;462000000;2022-11-15
2025-01-15;KC Surabaya;10576;1000001078;1000000001078;Giro;Nasabah 01078;PN106396;109000000;218000000;218000000;2022-09-17
2025-01-15;KC Surabaya;10820;1000001079;1000000001079;Tabungan;Nasabah 01079;PN105872;112220000;362000000;362000000;2020-04-12
2025-01-15;KC Jakarta;10551;1000001080;1000000001080;Tabungan;Nasabah 01080;PN108546;262880000;496000000;496000000;2021-03-15
2025-01-15;KC Medan;10377;1000001081;1000000001081;Tabungan;Nasabah 01081;PN108472;182780000;481000000;481000000;2022-10-09
2025-01-15;KC Medan;10361;1000001082;1000000001082;Deposito;Nasabah 01082;PN107350;195840000;408000000;408000000;2020-04-01
2025-01-15;KC Surabaya;10857;1000001083;1000000001083;Giro;Nasabah 01083;PN106265;46399999;145000000;145000000;2021-11-13
2025-01-15;KC Makassar;10082;1000001084;1000000001084;Giro;Nasabah 01084;PN105061;160020000;381000000;381000000;2023-06-09
2025-01-15;KC Bandung;10217;1000001085;1000000001085;Tabungan;Nasabah 01085;PN104789;347600000;440000000;440000000;2023-11-10
2025-01-15;KC Jakarta;10331;1000001086;1000000001086;Deposito;Nasabah 01086;PN105509;212389999;317000000;317000000;2021-06-19
2025-01-15;KC Bandung;10570;1000001087;1000000001087;Giro;Nasabah 01087;PN101641;75460000;98000000;98000000;2023-02-06
2025-01-15;KC Surabaya;10096;1000001088;1000000001088;Giro;Nasabah 01088;PN101102;267120000;371000000;371000000;2022-08-04
2025-01-15;KC Semarang;10335;1000001089;1000000001089;Giro;Nasabah 01089;PN108333;108720000;151000000;151000000;2023-09-06
2025-01-15;KC Semarang;10321;1000001090;1000000001090;Tabungan;Nasabah 01090;PN108663;266680000;452000000;452000000;2021-08-01
2025-01-15;KC Bandung;10324;1000001091;1000000001091;Deposito;Nasabah 01091;PN104510;160800000;335000000;335000000;2020-05-27
2025-01-15;KC Semarang;10243;1000001092;1000000001092;Deposito;Nasabah 01092;PN108906;77600000;97000000;97000000;2021-03-17
2025-01-15;KC Jakarta;10676;1000001093;1000000001093;Tabungan;Nasabah 01093;PN100565;370120000;487000000;487000000;2023-04-23
2025-01-15;KC Medan;10719;1000001094;1000000001094;Deposito;Nasabah 01094;PN107890;105360000;439000000;439000000;2020-06-10
2025-01-15;KC Surabaya;10833;1000001095;1000000001095;Tabungan;Nasabah 01095;PN108099;249750000;333000000;333000000;2021-06-12
2025-01-15;KC Surabaya;10340;1000001096;1000000001096;Deposito;Nasabah 01096;PN106688;87150000;249000000;249000000;2020-06-18
2025-01-15;KC Jakarta;10059;1000001097;1000000001097;Giro;Nasabah 01097;PN103961;89320000;116000000;116000000;2021-08-08
2025-01-15;KC Bandung;10268;1000001098;1000000001098;Tabungan;Nasabah 01098;PN105209;382200000;490000000;490000000;2022-01-06
2025-01-15;KC Surabaya;10382;1000001099;1000000001099;Giro;Nasabah 01099;PN101269;70839999;161000000;161000000;2024-11-02
2025-01-15;KC Bandung;10313;1000001100;1000000001100;Deposito;Nasabah 01100;PN107242;131999999;300000000;300000000;2021-06-23
2025-01-15;KC Makassar;10351;1000001101;1000000001101;Giro;Nasabah 01101;PN106899;42780000;186000000;186000000;2022-10-06
2025-01-15;KC Medan;10805;1000001102;1000000001102;Deposito;Nasabah 01102;PN104638;78759999;179000000;179000000;2021-03-18
2025-01-15;KC Makassar;10555;1000001103;1000000001103;Giro;Nasabah 01103;PN100534;215040000;336000000;336000000;2022-11-17
2025-01-15;KC Semarang;10069;1000001104;1000000001104;Giro;Nasabah 01104;PN106161;152440000;206000000;206000000;2024-02-14
2025-01-15;KC Makassar;10250;1000001105;1000000001105;Tabungan;Nasabah 01105;PN100531;92400000;330000000;330000000;2021-09-15
2025-01-15;KC Bandung;10397;1000001106;1000000001106;Deposito;Nasabah 01106;PN108846;51830000;73000000;73000000;2024-07-21
2025-01-15;KC Makassar;10113;1000001107;1000000001107;Deposito;Nasabah 01107;PN108534;93159999;274000000;274000000;2022-08-07
2025-01-15;KC Jakarta;10111;1000001108;1000000001108;Tabungan;Nasabah 01108;PN102117;70839999;161000000;161000000;2023-05-20
2025-01-15;KC Surabaya;10830;1000001109;1000000001109;Deposito;Nasabah 01109;PN104218;194040000;308000000;308000000;2022-04-05
2025-01-15;KC Makassar;10519;1000001110;1000000001110;Tabungan;Nasabah 01110;PN103320;108300000;285000000;285000000;2020-03-04
2025-01-15;KC Medan;10776;1000001111;1000000001111;Tabungan;Nasabah 01111;PN100404;37440000;78000000;78000000;2020-05-21
2025-01-15;KC Bandung;10722;1000001112;1000000001112;Deposito;Nasabah 01112;PN103408;25739999;117000000;117000000;2023-11-21
2025-01-15;KC Bandung;10246;1000001113;1000000001113;Giro;Nasabah 01113;PN101290;267200000;334000000;334000000;2020-04-26
2025-01-15;KC Semarang;10306;1000001114;1000000001114;Deposito;Nasabah 01114;PN107096;177060000;454000000;454000000;2023-08-07
2025-01-15;KC Surabaya;10856;1000001115;1000000001115;Giro;Nasabah 01115;PN103991;102200000;146000000;146000000;2021-10-21
2025-01-15;KC Semarang;10070;1000001116;1000000001116;Tabungan;Nasabah 01116;PN103911;178540000;226000000;226000000;2020-07-01
2025-01-15;KC Bandung;10323;1000001117;1000000001117;Deposito;Nasabah 01117;PN105149;127920000;492000000;492000000;2022-03-09
2025-01-15;KC Makassar;10707;1000001118;1000000001118;Deposito;Nasabah 01118;PN102858;201959999;459000000;459000000;2024-10-14
2025-01-15;KC Medan;10602;1000001119;1000000001119;Tabungan;Nasabah 01119;PN105719;123200000;440000000;440000000;2023-10-18
2025-01-15;KC Bandung;10255;1000001120;1000000001120;Giro;Nasabah 01120;PN104252;216720000;387000000;387000000;2020-02-11
2025-01-15;KC Semarang;10332;1000001121;1000000001121;Tabungan;Nasabah 01121;PN108262;17280000;72000000;72000000;2020-06-22
2025-01-15;KC Bandung;10887;1000001122;1000000001122;Giro;Nasabah 01122;PN105611;172140000;453000000;453000000;2021-03-21
2025-01-15;KC Makassar;10812;1000001123;1000000001123;Giro;Nasabah 01123;PN108108;33120000;69000000;69000000;2020-07-14
2025-01-15;KC Jakarta;10235;1000001124;1000000001124;Tabungan;Nasabah 01124;PN104716;76220000;206000000;206000000;2021-05-16
2025-01-15;KC Jakarta;10052;1000001125;1000000001125;Deposito;Nasabah 01125;PN100463;225000000;300000000;300000000;2020-10-14
2025-01-15;KC Bandung;10567;1000001126;1000000001126;Tabungan;Nasabah 01126;PN101756;58239999;182000000;182000000;2021-02-15
2025-01-15;KC Surabaya;10534;1000001127;1000000001127;Deposito;Nasabah 01127;PN108466;64399999;184000000;184000000;2021-07-16
2025-01-15;KC Bandung;10436;1000001128;1000000001128;Tabungan;Nasabah 01128;PN108167;118440000;329000000;329000000;2022-05-26
2025-01-15;KC Semarang;10501;1000001129;1000000001129;Tabungan;Nasabah 01129;PN104457;272790000;433000000;433000000;2020-08-24
2025-01-15;KC Jakarta;10192;1000001130;1000000001130;Deposito;Nasabah 01130;PN100288;37440000;52000000;52000000;2020-08-06
2025-01-15;KC Makassar;10469;1000001131;1000000001131;Deposito;Nasabah 01131;PN101390;156480000;326000000;326000000;2021-04-12
2025-01-15;KC Semarang;10063;1000001132;1000000001132;Deposito;Nasabah 01132;PN103024;255150000;405000000;405000000;2022-02-08
2025-01-15;KC Bandung;10875;1000001133;1000000001133;Giro;Nasabah 01133;PN102649;186000000;300000000;300000000;2020-04-22
2025-01-15;KC Surabaya;10235;1000001134;1000000001134;Deposito;Nasabah 01134;PN106900;96900000;255000000;255000000;2022-11-19
2025-01-15;KC Surabaya;10667;1000001135;1000000001135;Tabungan;Nasabah 01135;PN107468;62620000;202000000;202000000;2022-03-26
2025-01-15;KC Bandung;10273;1000001136;1000000001136;Tabungan;Nasabah 01136;PN108616;162000000;324000000;324000000;2024-01-11
2025-01-15;KC Bandung;10058;1000001137;1000000001137;Tabungan;Nasabah 01137;PN107287;309380000;499000000;499000000;2024-02-14
2025-01-15;KC Jakarta;10403;1000001138;1000000001138;Tabungan;Nasabah 01138;PN105097;79199999;240000000;240000000;2022-02-21
2025-01-15;KC Semarang;10453;1000001139;1000000001139;Giro;Nasabah 01139;PN106959;96720000;156000000;156000000;2020-01-27
2025-01-15;KC Medan;10148;1000001140;1000000001140;Giro;Nasabah 01140;PN100201;123739999;269000000;269000000;2020-05-09
2025-01-15;KC Jakarta;10257;1000001141;1000000001141;Deposito;Nasabah 01141;PN105699;119880000;324000000;324000000;2021-04-17
2025-01-15;KC Jakarta;10781;1000001142;1000000001142;Tabungan;Nasabah 01142;PN101074;171000000;228000000;228000000;2021-09-15
2025-01-15;KC Bandung;10350;1000001143;1000000001143;Giro;Nasabah 01143;PN102288;146810000;277000000;277000000;2024-03-15
2025-01-15;KC Jakarta;10293;1000001144;1000000001144;Deposito;Nasabah 01144;PN103309;358660000;454000000;454000000;2020-03-27
2025-01-15;KC Jakarta;10751;1000001145;1000000001145;Tabungan;Nasabah 01145;PN101799;40470000;57000000;57000000;2023-02-25
2025-01-15;KC Semarang;10671;1000001146;1000000001146;Giro;Nasabah 01146;PN105565;94800000;237000000;237000000;2020-10-12
2025-01-15;KC Bandung;10593;1000001147;1000000001147;Deposito;Nasabah 01147;PN107994;238160000;458000000;458000000;2021-05-18
2025-01-15;KC Surabaya;10494;1000001148;1000000001148;Deposito;Nasabah 01148;PN105570;109800000;183000000;183000000;2020-03-04
2025-01-15;KC Makassar;10022;1000001149;1000000001149;Giro;Nasabah 01149;PN107332;64170000;207000000;207000000;2022-03-07
2025-01-15;KC Makassar;10583;1000001150;1000000001150;Deposito;Nasabah 01150;PN107561;70560000;294000000;294000000;2024-03-05
2025-01-15;KC Bandung;10736;1000001151;1000000001151;Deposito;Nasabah 01151;PN106993;41040000;54000000;54000000;2022-11-06
2025-01-15;KC Surabaya;10397;1000001152;1000000001152;Tabungan;Nasabah 01152;PN107697;193200000;322000000;322000000;2020-11-22
2025-01-15;KC Surabaya;10174;1000001153;1000000001153;Tabungan;Nasabah 01153;PN101078;97440000;232000000;232000000;2021-06-17
2025-01-15;KC Makassar;10633;1000001154;1000000001154;Deposito;Nasabah 01154;PN104111;16800000;56000000;56000000;2021-08-27
2025-01-15;KC Jakarta;10761;1000001155;1000000001155;Tabungan;Nasabah 01155;PN106927;61949999;177000000;177000000;2024-07-23
2025-01-15;KC Makassar;10242;1000001156;1000000001156;Deposito;Nasabah 01156;PN106867;167040000;288000000;288000000;2024-05-19
2025-01-15;KC Medan;10181;1000001157;1000000001157;Tabungan;Nasabah 01157;PN104584;108239999;328000000;328000000;2020-08-04
2025-01-15;KC Surabaya;10715;1000001158;1000000001158;Giro;Nasabah 01158;PN102196;98640000;274000000;274000000;2024-09-04
2025-01-15;KC Surabaya;10283;1000001159;1000000001159;Tabungan;Nasabah 01159;PN101157;257950000;335000000;335000000;2020-10-27
2025-01-15;KC Makassar;10357;1000001160;1000000001160;Tabungan;Nasabah 01160;PN105475;297750000;397000000;397000000;2023-10-25
2025-01-15;KC Semarang;10647;1000001161;1000000001161;Deposito;Nasabah 01161;PN100926;271800000;453000000;453000000;2022-01-12
2025-01-15;KC Makassar;10338;1000001162;1000000001162;Tabungan;Nasabah 01162;PN103943;293300000;419000000;419000000;2022-08-11
2025-01-15;KC Medan;10851;1000001163;1000000001163;Tabungan;Nasabah 01163;PN108739;62719999;196000000;196000000;2022-05-22
2025-01-15;KC Bandung;10486;1000001164;1000000001164;Deposito;Nasabah 01164;PN103491;155100000;282000000;282000000;2021-08-04
2025-01-15;KC Surabaya;10019;1000001165;1000000001165;Deposito;Nasabah 01165;PN107517;224200000;295000000;295000000;2022-04-24
